RIC,Date,Name,ISIN Code,TRBC Industry Group Name
SEBa.ST,2023-12-31,SKANDINAVISKA ENSKILDAANKEN ORD,SE0000148884,Banking Services
GETIb.ST,2023-12-31,GETINGE ORD,SE0000202624,Healthcare Equipment & Supplies
SKFb.ST,2023-12-31,SKF ORD,SE0000108227,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
HMb.ST,2023-12-31,HENNES AND MAURITZ ORD,SE0000106270,Specialty Retailers
SBBb.ST,2023-12-31,SAMHALLSBYGGNADSBOLAGET I NORDEN AB,SE0009554454,Real Estate Operations
SCAb.ST,2023-12-31,SVENSKA CELLULOSA ORD,SE0000112724,Paper & Forest Products
HEXAb.ST,2023-12-31,HEXAGON ORD,SE0015961909,Electronic Equipment & Parts
ALIVsdb.ST,2023-12-31,AUTOLIV SDR,SE0021309614,Automobiles & Auto Parts
SHBa.ST,2023-12-31,SVENSKA HANDELSBANKEN CLS A ORD,SE0007100599,Banking Services
VOLVb.ST,2023-12-31,VOLVO CL B ORD,SE0000115446,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
KINVb.ST,2023-12-31,KINNEVIK STK B ORD,SE0022060521,Investment Holding Companies
ABB.ST,2023-12-31,ABB LTD ORD,CH0012221716,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
SWEDa.ST,2023-12-31,SWEDBANK ORD,SE0000242455,Banking Services
ATCOa.ST,2024-12-31,ATLAS COPCO SR A ORD,SE0017486889,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
SINCH.ST,2024-12-31,SINCH ORD,SE0016101844,Software & IT Services
SAND.ST,2024-12-31,SANDVIK ORD,SE0000667891,Metals & Mining
ATCOb.ST,2024-12-31,ATLAS COPCO SR B ORD,SE0017486897,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
AZN.ST,2024-12-31,ASTRAZENECA ORD,GB0009895292,Pharmaceuticals
ESSITYb.ST,2024-12-31,ESSITY AKTIEBOLAG B ORD,SE0009922164,Personal & Household Products & Services
ELUXb.ST,2024-12-31,ELECTROLUX ORD,SE0016589188,Household Goods
NIBEb.ST,2024-12-31,NIBE INDUSTRIER ORD,SE0015988019,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
ALFA.ST,2024-12-31,ALFA LAVAL ORD,SE0000695876,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
ASSAb.ST,2024-12-31,ASSA ABLOY ORD,SE0007100581,Homebuilding & Construction Supplies
INVEb.ST,2024-12-31,INVESTOR ORD,SE0015811963,Investment Holding Companies
EVOG.ST,2024-12-31,EVOLUTION AB ORD,SE0012673267,Hotels & Entertainment Services
NDASE.ST,2024-12-31,NORDEA BANK ABP ORD,FI4000297767,Banking Services
TEL2b.ST,2024-12-31,TELE2 ORD,SE0005190238,Telecommunications Services
BOL.ST,2024-12-31,BOLIDEN ORD,SE0020050417,Metals & Mining
TELIA.ST,2024-12-31,TELIA CO AB ORD,SE0000667925,Telecommunications Services
ERICb.ST,2024-12-31,TELEFONAKTIEBOLAGET LM ERICSSON ORD,SE0000108656,Communications & Networking
SEBa.ST,2024-12-31,SKANDINAVISKA ENSKILDAANKEN ORD,SE0000148884,Banking Services
GETIb.ST,2024-12-31,GETINGE ORD,SE0000202624,Healthcare Equipment & Supplies
SKFb.ST,2024-12-31,SKF ORD,SE0000108227,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
HMb.ST,2024-12-31,HENNES AND MAURITZ ORD,SE0000106270,Specialty Retailers
SBBb.ST,2024-12-31,SAMHALLSBYGGNADSBOLAGET I NORDEN AB,SE0009554454,Real Estate Operations
SCAb.ST,2024-12-31,SVENSKA CELLULOSA ORD,SE0000112724,Paper & Forest Products
SAABb.ST,2024-12-31,SAAB ORD,SE0021921269,Aerospace & Defense
HEXAb.ST,2024-12-31,HEXAGON ORD,SE0015961909,Electronic Equipment & Parts
SHBa.ST,2024-12-31,SVENSKA HANDELSBANKEN CLS A ORD,SE0007100599,Banking Services
VOLVb.ST,2024-12-31,VOLVO CL B ORD,SE0000115446,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
KINVb.ST,2024-12-31,KINNEVIK STK B ORD,SE0022060521,Investment Holding Companies
ABB.ST,2024-12-31,ABB LTD ORD,CH0012221716,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
SWEDa.ST,2024-12-31,SWEDBANK ORD,SE0000242455,Banking Services
ATCOa.ST,2020-12-31,ATLAS COPCO SR A ORD,SE0017486889,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
SAND.ST,2020-12-31,SANDVIK ORD,SE0000667891,Metals & Mining
ATCOb.ST,2020-12-31,ATLAS COPCO SR B ORD,SE0017486897,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
AZN.ST,2020-12-31,ASTRAZENECA ORD,GB0009895292,Pharmaceuticals
ESSITYb.ST,2020-12-31,ESSITY AKTIEBOLAG B ORD,SE0009922164,Personal & Household Products & Services
ELUXb.ST,2020-12-31,ELECTROLUX ORD,SE0016589188,Household Goods
ALFA.ST,2020-12-31,ALFA LAVAL ORD,SE0000695876,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
SSABa.ST,2020-12-31,SSAB SWEDISH STAL SR A ORD,SE0000171100,Metals & Mining
ASSAb.ST,2020-12-31,ASSA ABLOY ORD,SE0007100581,Homebuilding & Construction Supplies
INVEb.ST,2020-12-31,INVESTOR ORD,SE0015811963,Investment Holding Companies
NDASE.ST,2020-12-31,NORDEA BANK ABP ORD,FI4000297767,Banking Services
SKAb.ST,2020-12-31,SKANSKA ORD,SE0000113250,Construction & Engineering
SECUb.ST,2020-12-31,SECURITAS ORD,SE0000163594,Professional & Commercial Services
TEL2b.ST,2020-12-31,TELE2 ORD,SE0005190238,Telecommunications Services
BOL.ST,2020-12-31,BOLIDEN ORD,SE0020050417,Metals & Mining
SWMA.ST^A23,2020-12-31,SWEDISH MATCH ORD,SE0015812219,Food & Tobacco
TELIA.ST,2020-12-31,TELIA CO AB ORD,SE0000667925,Telecommunications Services
ERICb.ST,2020-12-31,TELEFONAKTIEBOLAGET LM ERICSSON ORD,SE0000108656,Communications & Networking
SEBa.ST,2020-12-31,SKANDINAVISKA ENSKILDAANKEN ORD,SE0000148884,Banking Services
GETIb.ST,2020-12-31,GETINGE ORD,SE0000202624,Healthcare Equipment & Supplies
SKFb.ST,2020-12-31,SKF ORD,SE0000108227,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
HMb.ST,2020-12-31,HENNES AND MAURITZ ORD,SE0000106270,Specialty Retailers
SCAb.ST,2020-12-31,SVENSKA CELLULOSA ORD,SE0000112724,Paper & Forest Products
HEXAb.ST,2020-12-31,HEXAGON ORD,SE0015961909,Electronic Equipment & Parts
ALIVsdb.ST,2020-12-31,AUTOLIV SDR,SE0021309614,Automobiles & Auto Parts
SHBa.ST,2020-12-31,SVENSKA HANDELSBANKEN ORD,SE0007100599,Banking Services
VOLVb.ST,2020-12-31,VOLVO CL B ORD,SE0000115446,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
KINVb.ST,2020-12-31,KINNEVIK STK B ORD,SE0022060521,Investment Holding Companies
ABB.ST,2020-12-31,ABB ORD,CH0012221716,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
SWEDa.ST,2020-12-31,SWEDBANK ORD,SE0000242455,Banking Services
SINCH.ST,2020-12-31,SINCH ORD,SE0016101844,Software & IT Services
EVOG.ST,2020-12-31,EVOLUTION AB ORD,SE0012673267,Hotels & Entertainment Services
SHBa.ST,2020-12-31,SVENSKA HANDELSBANKEN CLS A ORD,SE0007100599,Banking Services
